playerId,playerName,twitterHandle,f_actual,f_bin1,f_bin2,f_bin3,f_bin4,f_bin5,tweet_count,mean_retes,mean_likes
656464,Kevin Ginkel,ginks_sd,1.0,1.0,0.0,0.0,0.0,0.0,0,,
641712,Dakota Hudson,hudsondakota,6.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0,,
518653,Jake Elmore,JElmo10,2.0,0.0,0.0,0.5,0.5,0.0,0,,
641343,Jake Bauers,jake_bauers11,2.0,0.0,0.5,0.5,0.0,0.0,0,,
643335,Zack Granite,zgranite,3.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0,,
571539,Matt Carasiti,siti_11,3.0,1.0,0.0,0.0,0.0,0.0,0,,
456488,Eduardo Nunez,eduardonunez15,4.0,0.25,0.75,0.0,0.0,0.0,0,,
547989,Jose Abreu,79JoseAbreu,5.0,1.0,0.0,0.0,0.0,0.0,0,,
605233,Derek Fisher,defish23,5.0,0.4,0.0,0.6,0.0,0.0,0,,
456665,Steve Pearce,waynetwentyocho,7.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0,,
542953,Buddy Boshers,buddy4023,9.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0,,
460075,Ryan Braun,ryan_braun_8,11.0,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0,0.0,0,,
572821,Brian Dozier,briandozier,13.0,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.0,0.0,1,0.0,0.0
666808,Camilo Doval,camilo_doval,13.0,0.0,0.5384615384615384,0.46153846153846156,0.0,0.0,0,,
547170,Nicky Delmonico,nickdelmonico1,18.0,0.1111111111111111,0.5,0.2777777777777778,0.1111111111111111,0.0,0,,
606115,Orlando Arcia,orlandoarcia03,21.0,0.23809523809523808,0.42857142857142855,0.3333333333333333,0.0,0.0,0,,
624512,Reese McGuire,reemc54,25.0,0.52,0.2,0.28,0.0,0.0,0,,
673451,Shogo Akiyama,evilshogo,29.0,0.27586206896551724,0.5172413793103449,0.13793103448275862,0.06896551724137931,0.0,0,,
489119,Wade Miley,wademiley36,29.0,0.13793103448275862,0.3793103448275862,0.4482758620689655,0.034482758620689655,0.0,0,,
501925,Joe Smith,thethree8,35.0,0.22857142857142856,0.14285714285714285,0.42857142857142855,0.17142857142857143,0.02857142857142857,0,,
660825,Eduard Bazardo,EduardBazardo1,36.0,0.19444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.027777777777777776,0,,
623352,Josh Hader,jhader17,40.0,0.625,0.25,0.125,0.0,0.0,0,,
605397,Joe Musgrove,itsbuccnjoe59,51.0,0.5294117647058824,0.19607843137254902,0.2549019607843137,0.0196078431372549,0.0,2,4066.0,0.0
676969,Brett de Geus,realBrettford,57.0,0.43859649122807015,0.24561403508771928,0.22807017543859648,0.03508771929824561,0.05263157894736842,0,,
456030,Dustin Pedroia,15lasershow,59.0,0.3898305084745763,0.3728813559322034,0.23728813559322035,0.0,0.0,0,,
592280,Ryan Eades,r_eades37,76.0,0.32894736842105265,0.3157894736842105,0.3026315789473684,0.02631578947368421,0.02631578947368421,0,,
665561,Rafael Marchan,alemarchan13,80.0,0.4375,0.25,0.25,0.025,0.0375,0,,
608665,Kendall Graveman,kage49,97.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0
673357,Luis Robert,lmoiran,117.0,0.29914529914529914,0.37606837606837606,0.29914529914529914,0.017094017094017096,0.008547008547008548,0,,
593974,Wandy Peralta,wandyperalta53,121.0,0.10743801652892562,0.256198347107438,0.5371900826446281,0.049586776859504134,0.049586776859504134,0,,
492802,Juan Graterol,grateroljuan59,124.0,0.18548387096774194,0.4435483870967742,0.28225806451612906,0.024193548387096774,0.06451612903225806,2,0.0,0.0
656629,Michael Kopech,michaelkopech,127.0,0.28346456692913385,0.4409448818897638,0.2125984251968504,0.047244094488188976,0.015748031496062992,0,,
602922,Jose Rondon,joseron98636878,128.0,0.25,0.3125,0.3046875,0.0859375,0.046875,0,,
444489,Manny Pina,mannypina28,132.0,0.22727272727272727,0.30303030303030304,0.44696969696969696,0.015151515151515152,0.007575757575757576,0,,
591672,Osmer Morales,OsmerMorales73,132.0,0.25757575757575757,0.36363636363636365,0.3181818181818182,0.030303030303030304,0.030303030303030304,0,,
